ダウンロード実行日,2026年04月20日現在,件数,11242件
ＥＤＩＮＥＴコード,提出者種別,上場区分,連結の有無,資本金,決算日,提出者名,提出者名（英字）,提出者名（ヨミ）,所在地,提出者業種,証券コード,提出者法人番号
"E00211","内国法人・組合（有価証券報告書等の提出義務者以外）","","","2324","","株式会社ソルコム","","カブシキガイシャソルコム","広島市中区南千田東町２番３２号","内国法人・組合（有価証券報告書等の提出義務者以外）","","3240001009220"
"E00213","内国法人・組合","非上場","有","611","3月31日","北陸電話工事株式会社","Hokuriku Denwa Kouji Co.,Ltd.","ホクリクデンワコウジカブシキガイシャ","金沢市米泉町１０丁目１番地１５３","建設業","","6220001006423"
"E00218","内国法人・組合","上場","有","29060","3月31日","大東建託株式会社","DAITO TRUST CONSTRUCTION CO.,LTD.","ダイトウケンタクカブシキガイシャ","港区港南二丁目１６番１号","建設業","18780","4010401016607"
"E00221","内国法人・組合","上場","有","3665","3月31日","新日本建設株式会社","SHINNIHON CORPORATION","シンニホンケンセツカブシキカイシャ","千葉市美浜区ひび野一丁目４番３","建設業","18790","2040001003186"
"E00222","内国法人・組合","上場","有","100","12月31日","高橋カーテンウォール工業株式会社","TAKAHASHI  CURTAIN  WALL  CORPORATION","タカハシカーテンウォールコウギョウカブシキガイシャ","中央区日本橋本町１丁目５番４号","建設業","19940","1010001049480"
"E00225","内国法人・組合","上場","有","2746","3月31日","株式会社テクノ菱和","TECHNO RYOWA LTD.","カブシキガイシャテクノリョウワ","港区芝大門二丁目１２番８号","建設業","19650","3010401018661"
"E00227","内国法人・組合","上場","有","5158","3月31日","新日本空調株式会社","Shin Nippon Air Technologies Co., Ltd.","シンニッポンクウチョウカブシキガイシャ","中央区日本橋浜町二丁目３１番１号","建設業","19520","2010001062912"
"E00231","内国法人・組合","非上場","有","6820","3月31日","株式会社細田工務店","HOSODA CORPORATION","カブシキガイシャホソダコウムテン","杉並区阿佐谷南３丁目３５番２１号","建設業","","6011301006506"
"E00232","内国法人・組合","上場","有","1710","3月31日","株式会社テノックス","tenox corporation","カブシキガイシャテノックス","港区芝五丁目２５番１１号","建設業","19050","7010401018815"
"E00233","内国法人・組合","上場","有","5195","3月31日","大成温調株式会社","taisei oncho co.,ltd.","タイセイオンチョウカブシキガイシャ","品川区大井一丁目４９番１０号","建設業","19040","3010701005946"
"E00235","内国法人・組合","非上場","有","13900","3月31日","三井ホーム株式会社","Mitsui Home Co.,Ltd.","ミツイホームカブシキカイシャ","新宿区西新宿二丁目１番１号","建設業","","2011101020537"
"E00238","内国法人・組合","上場","有","2379","3月31日","株式会社富士ピー・エス","FUJI P.S CORPORATION","カブシキガイシャ　フジピーエス","福岡市中央区薬院一丁目１３番８号","建設業","18480","6290001010204"
"E00239","内国法人・組合","上場","有","3107","7月31日","株式会社大盛工業","OHMORI CO.,LTD.","カブシキガイシャオオモリコウギョウ","千代田区神田多町二丁目１番地","建設業","18440","9011801002605"
"E00240","内国法人・組合","上場","有","7114","10月31日","株式会社土屋ホールディングス","TSUCHIYA HOLDINGS CO., LTD.","カブシキガイシャツチヤホールディングス","札幌市北区北９条西３丁目７番地","建設業","18400","7430001010659"
"E00242","内国法人・組合","上場","有","885","3月31日","田辺工業株式会社","TANABE ENGINEERING CORPORATION","タナベコウギョウカブシキガイシャ","上越市大字福田２０番地","建設業","18280","5110001019890"
"E00246","内国法人・組合","上場","有","1408","8月31日","暁飯島工業株式会社","AKATSUKI EAZIMA CO., LTD.","アカツキイイジマコウギョウカブシキガイシャ","水戸市千波町２７７０番地の５","建設業","19970","7050001000351"
"E00248","内国法人・組合","上場","有","942","6月30日","サイタホールディングス株式会社","SAITA CORPORATION","サイタホールディングスカブシキガイシャ","朝倉市下渕４７２番地","建設業","19990","5290001044368"
"E00250","内国法人・組合","上場","無","3302","3月31日","第一建設工業株式会社","DAIICHI KENSETSU CORPORATION","ダイイチケンセツコウギョウカブシキガイシャ","新潟市中央区八千代一丁目４番３４号","建設業","17990","4110001002922"
"E00251","内国法人・組合","上場","有","1712","3月31日","株式会社守谷商会","MORIYA CORPORATION","カブシキガイシャ　モリヤショウカイ","長野市南千歳町８７８番地","建設業","17980","7100001003530"
"E00252","内国法人・組合","非上場","有","2204","3月31日","東邦電気工業株式会社","TOHO ELECTRICAL CONSTRUCTION CO., LTD.","トウホウデンキコウギョウカブシキカイシャ","渋谷区恵比寿一丁目１９番２３号","建設業","","5011001015568"
"E00253","内国法人・組合","非上場","無","4694","3月31日","株式会社藤木工務店","Fujiki Komuten Co.,Ltd.","カブシキガイシャフジキコウムテン","大阪市中央区備後町一丁目７番１０号","建設業","","8120001077539"
"E00254","内国法人・組合","上場","有","885","9月30日","株式会社マサル","MASARU CORPORATION","カブシキガイシャマサル","江東区佐賀一丁目９番１４号","建設業","17950","7010601006280"
"E00255","内国法人・組合","上場","有","5296","3月31日","株式会社大本組","OHMOTO GUMI CO.,LTD","カブシキガイシャオオモトグミ","岡山市北区内山下１丁目１番１３号","建設業","17930","7260001001493"
"E00258","内国法人・組合","非上場","有","989","9月30日","株式会社ＥＴＳホールディングス","ETS Holdings Co.,Ltd.","カブシキガイシャイーティーエスホールディングス","豊島区南池袋一丁目１０番１３号","建設業","","3011101040583"
"E00259","内国法人・組合","上場","有","849","6月30日","株式会社三東工業社","santo co.,ltd","カブシキガイシャサントウコウギョウシャ","甲賀郡信楽町大字江田６１０番地","建設業","17880","7160001005521"
"E00260","内国法人・組合","上場","無","866","3月31日","株式会社ナカボーテック","Nakabohtec Corrosion Protecting Co.,Ltd.","カブシキガイシャナカボーテック","中央区新川二丁目５番２号","建設業","17870","7010001053015"
"E00263","内国法人・組合","上場","有","6633","9月30日","株式会社ｆａｎｔａｓｉｓｔａ","Fantasista Co., Ltd.","カブシキガイシャ　ファンタジスタ","港区赤坂五丁目３番１号","建設業","17830","7010401066847"
"E00264","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1232","","大鉄工業株式会社","","ダイテツコウギョウカブシキガイシャ","大阪市淀川区西中島三丁目９番１５号","内国法人・組合（有価証券報告書等の提出義務者以外）","","6120001056577"
"E00265","内国法人・組合","非上場","有","1134","3月31日","東光電気工事株式会社","TOKO ELECTRICAL CONSTRUCTION CO., LTD.","トウコウデンキコウジカブシキガイシャ","千代田区西神田一丁目４番５号","建設業","","1010001024087"
"E00267","内国法人・組合","非上場","有","100","3月31日","常磐開発株式会社","Joban Kaihatsu Co.,Ltd.","ジョウバンカイハツカブシキカイシャ","いわき市常磐湯本町辰ノ口１番地","建設業","","5380001012984"
"E00268","内国法人・組合","上場","有","2888","3月31日","株式会社　ヤマウラ","YAMAURA CORPORATION","カブシキガイシャ　ヤマウラ","駒ヶ根市北町２２番１号","建設業","17800","6100001021418"
"E00271","内国法人・組合","上場","無","1581","3月31日","川崎設備工業株式会社","KAWASAKI SETSUBI KOGYO CO., LTD.","カワサキセツビコウギョウカブシキガイシャ","名古屋市中区大須一丁目６番４７号","建設業","17770","2180001035307"
"E00272","内国法人・組合","上場","有","1329","3月31日","三井住建道路株式会社","SUMIKEN MITSUI ROAD CO.,LTD.","ミツイスミケンドウロカブシキガイシャ","新宿区西新宿６丁目２４番１号","建設業","17760","1011101036179"
"E00273","内国法人・組合","非上場","有","1970","3月31日","富士電機Ｅ＆Ｃ株式会社","FUJI ELECTRIC ENGINEERING & CONSTRUCTION CO.LTD.","フジデンキイーアンドシーカブシキガイシャ","川崎市幸区堀川町５８０番地","建設業","","6020001077096"
"E00276","内国法人・組合","上場","有","413","9月30日","日本乾溜工業株式会社","NIPPON  KANRYU  INDUSTRY  CO.,LTD.","ニホンカンリユウコウギヨウカブシキガイシヤ","福岡市東区馬出１丁目１１番１１号","建設業","17710","1290001028382"
"E00277","内国法人・組合","上場","有","1029","3月31日","藤田エンジニアリング株式会社","FUJITA ENGINEERING CO.,LTD.","フジタエンジニアリングカブシキガイシャ","高崎市飯塚町１１７４番地５","建設業","17700","6070001008237"
"E00279","内国法人・組合","上場","有","723","3月31日","株式会社ソネック","SONEC CORPORATION","カブシキガイシャ　ソネック","高砂市曽根町２２５７番地の１","建設業","17680","6140001044324"
"E00281","内国法人・組合","上場","有","4800","4月30日","東建コーポレーション株式会社","TOKEN CORPORATION","トウケンコーポレーションカブシキガイシャ","名古屋市中区丸の内二丁目１番３３号","建設業","17660","1180001054828"
"E00282","内国法人・組合","上場","有","867","6月30日","工藤建設株式会社","KUDO CORPORATION","クドウケンセツカブシキガイシャ","横浜市青葉区新石川四丁目３３番地１０","建設業","17640","5020001011279"
"E00285","内国法人・組合","上場","有","5000","3月31日","株式会社髙松コンストラクショングループ","TAKAMATSU CONSTRUCTION GROUP","カブシキガイシャタカマツコンストラクショングループ","大阪市淀川区新北野一丁目２番３号","建設業","17620","2120001056705"
